profile_pic,username_digit_ratio,fullname_digit_ratio,bio_length,followers_count,following_count,posts_count,account_age_days,posting_frequency,followers_following_ratio,is_fake
1,0.098,0.006,99,4420,949,198,1457,0.136,4.658,0
1,0.023,0.017,142,2803,112,86,3878,0.022,25.027,0
0,0.72,0.354,3,32,1283,12,113,0.106,0.025,1
0,0.472,0.462,13,22,1705,8,66,0.121,0.013,1
1,0.067,0.007,63,3802,154,895,2542,0.352,24.688,0
1,0.054,0.007,38,4192,717,684,1255,0.545,5.847,0
0,0.771,0.143,20,43,3666,10,62,0.161,0.012,1
1,0.374,0.315,16,32,3707,8,138,0.058,0.009,1
0,0.782,0.327,13,37,3161,4,16,0.25,0.012,1
0,0.891,0.292,4,30,1428,8,116,0.069,0.021,1
0,0.452,0.193,2,46,3450,12,65,0.185,0.013,1
0,0.379,0.181,17,41,1927,14,42,0.333,0.021,1
1,0.024,0.016,49,1223,761,725,2616,0.277,1.607,0
1,0.039,0.016,150,4941,315,226,2482,0.091,15.686,0
1,0.854,0.385,17,13,1687,4,32,0.125,0.008,1
1,0.012,0.004,52,317,116,114,3198,0.036,2.733,1
1,0.046,0.008,35,544,620,911,2951,0.309,0.877,0
1,0.087,0.018,116,4239,832,445,863,0.516,5.095,0
1,0.008,0.006,77,3443,915,145,1547,0.094,3.763,1
0,0.735,0.459,9,20,3661,7,22,0.318,0.005,1
1,0.076,0.016,65,3749,901,819,3504,0.234,4.161,0
0,0.685,0.178,9,26,4548,10,26,0.385,0.006,1
1,0.02,0.015,32,4044,955,819,2020,0.405,4.235,1
1,0.0,0.016,65,2998,860,652,1918,0.34,3.486,0
1,0.345,0.108,1,27,2772,12,109,0.11,0.01,1
0,0.344,0.462,12,23,2225,2,24,0.083,0.01,1
1,0.089,0.019,66,312,927,507,2583,0.196,0.337,0
0,0.539,0.427,18,17,4163,15,11,1.364,0.004,1
1,0.002,0.015,127,1894,540,479,2610,0.184,3.507,0
0,0.632,0.251,18,36,3547,12,41,0.293,0.01,1
0,0.575,0.106,7,34,2775,3,121,0.025,0.012,1
1,0.709,0.356,19,4,2491,0,95,0.0,0.002,1
1,0.043,0.007,138,935,683,515,1909,0.27,1.369,0
1,0.657,0.151,2,8,2767,11,117,0.094,0.003,0
1,0.679,0.331,5,24,1060,9,21,0.429,0.023,1
0,0.304,0.477,18,23,4827,4,19,0.211,0.005,1
1,0.036,0.01,45,4072,598,517,1556,0.332,6.809,0
1,0.703,0.155,9,24,3466,5,20,0.25,0.007,1
1,0.067,0.017,100,1485,387,144,2857,0.05,3.837,0
0,0.542,0.155,8,11,1666,4,123,0.033,0.007,1
1,0.059,0.009,133,2465,838,798,1865,0.428,2.942,0
1,0.013,0.016,74,2705,481,547,3778,0.145,5.624,0
1,0.032,0.016,46,323,965,641,944,0.679,0.335,0
1,0.087,0.01,30,447,851,100,624,0.16,0.525,0
0,0.432,0.382,10,26,2126,1,118,0.008,0.012,1
1,0.083,0.006,140,4150,281,565,1032,0.547,14.769,0
0,0.667,0.455,8,0,1239,2,125,0.016,0.0,1
1,0.095,0.016,53,1618,805,318,3302,0.096,2.01,0
0,0.354,0.497,2,24,4856,11,2,5.5,0.005,1
1,0.335,0.241,17,41,3859,1,24,0.042,0.011,1
0,0.523,0.1,5,29,4628,3,23,0.13,0.006,1
0,0.556,0.399,1,47,2485,7,113,0.062,0.019,1
1,0.057,0.004,34,4087,172,879,2127,0.413,23.762,1
1,0.068,0.0,91,2400,817,899,3042,0.296,2.938,0
0,0.603,0.414,17,45,2340,9,59,0.153,0.019,1
1,0.014,0.011,89,3684,707,618,2712,0.228,5.211,0
1,0.086,0.007,106,2406,385,533,3502,0.152,6.249,0
0,0.802,0.135,19,50,3953,4,122,0.033,0.013,1
1,0.031,0.011,57,879,136,314,1726,0.182,6.463,0
1,0.511,0.325,19,25,1908,5,18,0.278,0.013,0
1,0.03,0.019,130,3248,548,312,2511,0.124,5.927,0
0,0.794,0.235,4,26,3170,1,104,0.01,0.008,1
1,0.887,0.274,13,28,1793,7,65,0.108,0.016,1
1,0.859,0.301,17,19,4963,5,82,0.061,0.004,1
1,0.038,0.02,146,2740,515,986,929,1.061,5.32,0
1,0.033,0.001,134,3939,383,771,570,1.353,10.285,0
1,0.045,0.007,40,3283,506,213,1208,0.176,6.488,0
1,0.738,0.104,1,34,4837,10,84,0.119,0.007,1
1,0.049,0.014,123,525,782,664,781,0.85,0.671,0
1,0.01,0.002,42,4090,897,569,1953,0.291,4.56,0
0,0.892,0.108,10,18,3884,14,100,0.14,0.005,1
0,0.722,0.167,0,25,3937,11,60,0.183,0.006,0
0,0.852,0.207,2,43,1725,0,22,0.0,0.025,1
1,0.018,0.018,130,4935,465,942,608,1.549,10.613,0
0,0.816,0.404,1,5,2308,3,87,0.034,0.002,0
1,0.072,0.004,142,3142,917,720,3176,0.227,3.426,0
1,0.026,0.013,109,3083,132,498,1522,0.327,23.356,0
1,0.083,0.002,86,1866,964,182,2264,0.08,1.936,1
1,0.005,0.007,125,3299,759,78,1309,0.06,4.347,0
1,0.083,0.001,80,2658,793,686,1250,0.549,3.352,0
1,0.077,0.0,118,1270,103,334,1791,0.186,12.33,0
1,0.003,0.004,35,4449,726,765,3479,0.22,6.128,0
0,0.343,0.22,19,6,4913,7,87,0.08,0.001,1
0,0.67,0.17,17,22,2417,7,96,0.073,0.009,1
1,0.034,0.001,79,878,134,110,2034,0.054,6.552,0
0,0.642,0.331,20,1,2629,13,141,0.092,0.0,1
1,0.628,0.387,15,16,1180,7,123,0.057,0.014,1
1,0.069,0.003,143,2084,778,248,2700,0.092,2.679,0
1,0.031,0.014,77,2143,121,52,1973,0.026,17.711,0
1,0.038,0.017,50,3037,435,58,1257,0.046,6.982,0
1,0.035,0.0,93,2040,488,370,1409,0.263,4.18,0
1,0.039,0.006,88,4701,360,238,2749,0.087,13.058,0
1,0.019,0.019,119,1524,324,858,1271,0.675,4.704,0
1,0.086,0.001,124,561,685,90,2999,0.03,0.819,0
1,0.042,0.014,75,2301,105,702,3495,0.201,21.914,0
0,0.633,0.266,8,15,1057,4,30,0.133,0.014,1
0,0.536,0.188,4,39,4799,0,73,0.0,0.008,1
0,0.501,0.49,14,21,4089,14,83,0.169,0.005,1
0,0.816,0.135,18,47,3431,13,80,0.163,0.014,1
1,0.005,0.019,60,3733,787,873,3978,0.219,4.743,0
0,0.305,0.378,14,23,2448,5,20,0.25,0.009,1
1,0.89,0.456,19,8,1004,14,30,0.467,0.008,1
1,0.507,0.165,17,0,1741,6,111,0.054,0.0,1
0,0.401,0.359,19,46,3704,5,18,0.278,0.012,1
1,0.091,0.016,96,4992,600,790,382,2.068,8.32,0
1,0.057,0.009,128,1218,615,497,1231,0.404,1.98,0
0,0.499,0.32,18,20,3330,14,121,0.116,0.006,1
1,0.069,0.008,96,664,825,101,3438,0.029,0.805,0
1,0.504,0.195,17,48,4310,6,18,0.333,0.011,1
0,0.525,0.477,16,37,2964,5,131,0.038,0.012,1
1,0.096,0.006,36,1086,626,191,1053,0.181,1.735,0
1,0.048,0.0,52,4815,318,679,1571,0.432,15.142,0
0,0.675,0.435,7,8,3713,4,16,0.25,0.002,1
0,0.466,0.295,8,41,1865,4,135,0.03,0.022,1
1,0.007,0.019,76,1907,817,60,3122,0.019,2.334,0
1,0.063,0.0,34,2002,151,333,3291,0.101,13.258,0
1,0.431,0.152,14,31,2471,4,27,0.148,0.013,1
1,0.731,0.117,4,32,1383,13,86,0.151,0.023,1
1,0.041,0.008,30,770,452,782,3613,0.216,1.704,0
0,0.093,0.009,88,3215,507,974,2759,0.353,6.341,0
0,0.622,0.153,2,43,1093,5,23,0.217,0.039,1
0,0.83,0.374,2,30,2222,12,11,1.091,0.014,1
0,0.395,0.4,16,13,1488,0,68,0.0,0.009,1
1,0.097,0.011,65,847,734,446,1970,0.226,1.154,0
0,0.64,0.421,6,7,2719,15,4,3.75,0.003,1
1,0.037,0.011,77,3721,961,979,1975,0.496,3.872,0
1,0.752,0.456,12,14,3868,12,40,0.3,0.004,1
1,0.051,0.008,76,795,410,645,1540,0.419,1.939,0
1,0.078,0.006,34,3912,541,450,1169,0.385,7.231,0
0,0.663,0.175,7,36,2707,11,3,3.667,0.013,1
1,0.06,0.003,54,1360,966,222,1943,0.114,1.408,0
0,0.829,0.147,9,9,2047,6,106,0.057,0.004,1
1,0.092,0.015,150,4844,812,378,1456,0.26,5.966,0
1,0.361,0.306,16,40,4630,1,137,0.007,0.009,1
1,0.869,0.338,19,6,4030,13,38,0.342,0.001,1
0,0.735,0.463,2,42,3460,12,68,0.176,0.012,1
0,0.056,0.016,143,1397,837,338,2252,0.15,1.669,0
0,0.019,0.007,37,3287,644,291,1286,0.226,5.104,0
1,0.095,0.019,34,2273,179,130,3258,0.04,12.698,0
1,0.809,0.312,12,1,2531,8,95,0.084,0.0,1
0,0.767,0.256,18,43,2100,15,85,0.176,0.02,1
0,0.541,0.385,8,46,4162,10,52,0.192,0.011,1
0,0.444,0.248,15,17,2609,12,129,0.093,0.007,1
0,0.784,0.272,8,8,1323,5,88,0.057,0.006,1
0,0.313,0.379,0,36,2360,9,131,0.069,0.015,1
1,0.505,0.404,19,9,2323,11,148,0.074,0.004,1
1,0.03,0.009,44,2262,113,514,3928,0.131,20.018,0
1,0.014,0.007,121,1272,372,235,1941,0.121,3.419,0
1,0.081,0.001,115,2469,766,607,2755,0.22,3.223,0
0,0.776,0.163,13,7,2232,10,80,0.125,0.003,1
1,0.081,0.009,82,2102,773,838,2240,0.374,2.719,0
1,0.096,0.014,32,545,646,711,3175,0.224,0.844,0
0,0.597,0.312,11,10,1581,3,21,0.143,0.006,1
0,0.629,0.137,17,17,2303,5,54,0.093,0.007,1
0,0.882,0.212,5,27,4642,14,67,0.209,0.006,1
0,0.708,0.456,15,3,1460,15,50,0.3,0.002,1
0,0.398,0.359,0,44,3166,13,88,0.148,0.014,1
1,0.792,0.189,14,29,2855,4,148,0.027,0.01,1
1,0.068,0.008,54,4134,103,164,1506,0.109,40.136,0
1,0.065,0.001,127,3225,934,206,3697,0.056,3.453,0
0,0.622,0.11,11,20,3658,1,10,0.1,0.005,1
0,0.391,0.443,5,46,1524,2,80,0.025,0.03,0
0,0.046,0.017,54,1282,535,77,2839,0.027,2.396,0
1,0.097,0.014,45,2082,881,457,2532,0.18,2.363,0
1,0.069,0.01,51,587,303,174,1176,0.148,1.937,0
1,0.035,0.014,96,3501,280,978,3317,0.295,12.504,0
0,0.687,0.33,20,31,4211,7,89,0.079,0.007,0
1,0.524,0.346,6,15,1607,5,39,0.128,0.009,1
0,0.763,0.277,19,12,4660,5,1,5.0,0.003,1
1,0.812,0.376,7,50,2450,7,34,0.206,0.02,1
0,0.556,0.303,1,30,2626,2,13,0.154,0.011,1
1,0.575,0.305,12,38,3039,3,130,0.023,0.013,1
0,0.798,0.18,1,6,1057,15,32,0.469,0.006,1
1,0.36,0.358,17,14,4657,5,23,0.217,0.003,1
1,0.596,0.418,20,27,4780,8,137,0.058,0.006,1
1,0.078,0.01,71,3925,871,318,901,0.353,4.506,0
1,0.888,0.486,4,9,4900,5,131,0.038,0.002,1
0,0.364,0.343,8,9,2417,4,48,0.083,0.004,0
1,0.096,0.008,78,1799,940,959,2896,0.331,1.914,0
1,0.034,0.007,36,3491,348,903,2967,0.304,10.032,0
1,0.048,0.016,38,1239,644,106,1477,0.072,1.924,0
0,0.776,0.21,7,0,2988,10,59,0.169,0.0,1
1,0.87,0.409,20,35,2326,4,4,1.0,0.015,1
1,0.343,0.41,5,25,3707,1,131,0.008,0.007,1
1,0.066,0.005,136,4179,772,424,1946,0.218,5.413,0
1,0.073,0.016,35,3261,426,307,2694,0.114,7.655,0
1,0.017,0.013,38,3317,188,488,3315,0.147,17.644,0
1,0.008,0.015,116,3103,437,488,1477,0.33,7.101,0
1,0.093,0.002,122,3379,706,266,2785,0.096,4.786,1
1,0.055,0.007,53,793,588,872,367,2.376,1.349,0
1,0.002,0.003,50,422,172,687,3915,0.175,2.453,0
1,0.01,0.015,41,1526,414,125,1191,0.105,3.686,0
1,0.075,0.009,109,3605,573,594,2685,0.221,6.291,0
1,0.041,0.011,96,4187,320,125,1040,0.12,13.084,0
0,0.836,0.193,19,49,1759,4,113,0.035,0.028,1
0,0.705,0.111,10,44,3362,15,140,0.107,0.013,1
1,0.442,0.355,6,40,3805,9,52,0.173,0.011,1
1,0.009,0.015,72,2829,292,81,2464,0.033,9.688,0
1,0.079,0.013,53,2210,227,198,552,0.359,9.736,0
1,0.652,0.241,0,49,2429,15,97,0.155,0.02,1
1,0.028,0.013,132,2627,591,57,3277,0.017,4.445,0
1,0.384,0.487,14,25,2254,9,140,0.064,0.011,0
1,0.044,0.008,103,3968,707,510,1632,0.312,5.612,0
1,0.009,0.016,79,3147,536,757,503,1.505,5.871,0
0,0.498,0.109,7,22,2289,7,121,0.058,0.01,1
1,0.059,0.008,64,4928,536,681,1128,0.604,9.194,0
0,0.565,0.144,20,36,3662,11,36,0.306,0.01,1
1,0.038,0.006,36,3338,707,527,3310,0.159,4.721,0
0,0.037,0.002,97,1619,573,473,3127,0.151,2.825,1
0,0.48,0.495,10,39,2187,10,101,0.099,0.018,1
1,0.028,0.013,61,2745,438,821,1437,0.571,6.267,0
1,0.094,0.006,58,2818,826,313,3582,0.087,3.412,0
0,0.838,0.345,12,36,4801,7,63,0.111,0.007,1
0,0.867,0.203,18,28,2167,7,148,0.047,0.013,1
0,0.826,0.206,16,48,3768,5,38,0.132,0.013,1
1,0.059,0.01,46,4207,840,273,2722,0.1,5.008,0
1,0.053,0.015,96,2508,202,305,1010,0.302,12.416,0
0,0.305,0.458,18,28,1528,1,45,0.022,0.018,1
1,0.587,0.117,10,19,4683,11,50,0.22,0.004,1
0,0.726,0.265,10,30,4278,4,33,0.121,0.007,1
1,0.306,0.221,18,27,4474,9,98,0.092,0.006,0
1,0.015,0.012,102,747,942,78,944,0.083,0.793,0
1,0.087,0.002,129,1240,308,801,3903,0.205,4.026,0
0,0.815,0.446,16,45,3436,12,49,0.245,0.013,1
1,0.034,0.014,90,318,668,490,3667,0.134,0.476,0
0,0.644,0.187,2,16,3891,11,142,0.077,0.004,1
0,0.456,0.231,12,14,1346,2,58,0.034,0.01,1
0,0.63,0.119,6,18,4646,5,49,0.102,0.004,1
1,0.016,0.013,47,574,978,304,1163,0.261,0.587,0
1,0.029,0.005,56,1182,119,358,1315,0.272,9.933,0
1,0.071,0.008,124,3546,900,891,2577,0.346,3.94,0
1,0.003,0.016,113,2870,827,774,941,0.823,3.47,0
1,0.028,0.015,36,1553,924,719,732,0.982,1.681,0
1,0.097,0.009,66,827,576,319,1136,0.281,1.436,0
1,0.03,0.017,37,1571,333,599,3616,0.166,4.718,0
1,0.037,0.001,50,4880,724,337,2094,0.161,6.74,0
0,0.409,0.401,5,12,1823,4,134,0.03,0.007,1
0,0.674,0.194,4,1,1550,10,103,0.097,0.001,1
0,0.365,0.182,0,14,1089,7,51,0.137,0.013,1
0,0.581,0.127,3,42,4690,13,117,0.111,0.009,1
1,0.082,0.009,84,1463,894,539,2862,0.188,1.636,0
1,0.075,0.006,145,764,277,334,2993,0.112,2.758,0
1,0.006,0.019,52,2190,852,645,2642,0.244,2.57,0
1,0.082,0.003,33,2075,377,783,3610,0.217,5.504,0
0,0.376,0.218,2,37,4315,0,24,0.0,0.009,1
1,0.398,0.165,4,18,1213,11,15,0.733,0.015,1
0,0.827,0.265,8,42,4617,14,27,0.519,0.009,1
1,0.048,0.013,93,2930,944,316,2060,0.153,3.104,0
1,0.079,0.012,140,1798,370,101,1947,0.052,4.859,0
0,0.054,0.011,147,3910,257,857,3140,0.273,15.214,0
1,0.015,0.01,149,825,284,209,1662,0.126,2.905,0
0,0.08,0.012,118,3111,494,453,3470,0.131,6.298,0
0,0.728,0.466,4,15,2988,7,49,0.143,0.005,1
1,0.077,0.002,53,1116,233,136,717,0.19,4.79,0
0,0.372,0.283,16,2,1965,11,142,0.077,0.001,1
0,0.851,0.346,2,29,4502,1,125,0.008,0.006,1
1,0.004,0.013,58,1537,460,156,2772,0.056,3.341,0
0,0.67,0.378,5,38,2303,3,127,0.024,0.017,1
1,0.018,0.018,79,2385,355,275,2648,0.104,6.718,0
0,0.398,0.244,9,9,1591,3,97,0.031,0.006,1
1,0.068,0.014,63,3433,970,246,1164,0.211,3.539,0
0,0.301,0.316,6,12,4998,9,76,0.118,0.002,1
1,0.826,0.433,9,32,4443,15,131,0.115,0.007,1
0,0.853,0.105,14,1,4294,5,3,1.667,0.0,1
0,0.668,0.251,16,43,2430,2,81,0.025,0.018,1
1,0.068,0.01,109,1788,506,487,2964,0.164,3.534,0
1,0.016,0.018,124,2893,524,288,1462,0.197,5.521,0
0,0.853,0.29,5,10,4735,11,146,0.075,0.002,1
1,0.042,0.018,74,4746,185,195,3680,0.053,25.654,0
0,0.317,0.248,5,9,3426,9,30,0.3,0.003,1
1,0.854,0.482,13,13,1172,4,82,0.049,0.011,1
1,0.699,0.333,7,27,2000,14,40,0.35,0.013,1
0,0.017,0.012,67,1773,143,491,1909,0.257,12.399,0
1,0.066,0.012,33,4815,447,149,1161,0.128,10.772,0
1,0.011,0.013,127,631,144,329,2715,0.121,4.382,0
1,0.085,0.014,50,826,938,707,707,1.0,0.881,0
1,0.015,0.019,52,924,481,817,1577,0.518,1.921,0
1,0.091,0.002,77,4709,257,940,2148,0.438,18.323,0
0,0.621,0.497,9,0,1425,3,136,0.022,0.0,1
1,0.056,0.001,69,2803,868,186,3794,0.049,3.229,0
0,0.301,0.418,5,36,4801,15,114,0.132,0.007,1
1,0.048,0.017,96,2981,894,804,1953,0.412,3.334,0
1,0.469,0.448,9,49,4052,3,112,0.027,0.012,1
1,0.022,0.013,44,1454,832,496,3677,0.135,1.748,0
1,0.345,0.173,9,44,1261,1,73,0.014,0.035,1
0,0.452,0.187,3,18,4001,15,131,0.115,0.004,1
1,0.057,0.017,140,1216,192,532,3898,0.136,6.333,0
0,0.392,0.404,18,39,3433,8,148,0.054,0.011,1
0,0.358,0.164,6,7,4012,0,15,0.0,0.002,1
0,0.559,0.264,5,45,1008,1,2,0.5,0.045,1
1,0.02,0.003,73,1884,657,455,1137,0.4,2.868,0
0,0.302,0.353,10,11,2106,7,136,0.051,0.005,1
1,0.055,0.0,75,4831,805,215,2076,0.104,6.001,0
0,0.67,0.364,18,49,3504,1,16,0.062,0.014,1
1,0.053,0.009,135,4046,874,496,1364,0.364,4.629,0
0,0.406,0.322,6,32,3496,12,53,0.226,0.009,1
0,0.59,0.46,2,32,2377,3,139,0.022,0.013,1
0,0.75,0.407,5,25,2863,3,64,0.047,0.009,1
0,0.483,0.411,0,4,1777,4,130,0.031,0.002,1
1,0.02,0.005,107,1548,201,739,2579,0.287,7.701,0
1,0.073,0.004,144,1830,572,804,2822,0.285,3.199,0
1,0.006,0.01,120,462,515,967,2340,0.413,0.897,0
1,0.357,0.117,20,46,2516,5,2,2.5,0.018,1
1,0.861,0.309,20,17,2013,2,33,0.061,0.008,1
1,0.044,0.008,88,4421,811,163,1808,0.09,5.451,0
0,0.042,0.017,112,2323,654,759,1589,0.478,3.552,0
0,0.598,0.394,0,45,4366,4,101,0.04,0.01,1
1,0.07,0.016,98,3449,882,224,2870,0.078,3.91,0
1,0.645,0.138,10,28,1836,9,130,0.069,0.015,1
1,0.089,0.003,71,2131,716,329,3114,0.106,2.976,0
0,0.682,0.406,9,8,3372,0,114,0.0,0.002,1
1,0.048,0.015,82,3765,704,361,622,0.58,5.348,0
1,0.057,0.008,32,4907,103,616,3567,0.173,47.641,0
1,0.031,0.014,62,4880,460,752,2895,0.26,10.609,0
1,0.028,0.006,95,1885,921,672,3649,0.184,2.047,0
0,0.481,0.264,7,18,4436,14,133,0.105,0.004,1
1,0.034,0.008,104,4694,927,596,802,0.743,5.064,0
1,0.476,0.334,0,16,2187,10,3,3.333,0.007,1
0,0.4,0.356,12,0,2338,5,31,0.161,0.0,1
1,0.099,0.003,47,4057,140,456,2004,0.228,28.979,0
1,0.06,0.001,137,4759,283,327,2554,0.128,16.816,0
0,0.515,0.142,7,0,3278,6,11,0.545,0.0,1
1,0.483,0.426,17,15,3534,15,68,0.221,0.004,1
0,0.746,0.142,11,26,4545,7,4,1.75,0.006,1
1,0.096,0.016,147,404,148,50,1236,0.04,2.73,0
0,0.507,0.256,12,6,3425,11,53,0.208,0.002,0
0,0.881,0.243,9,6,3285,8,145,0.055,0.002,0
1,0.563,0.317,9,27,2838,1,129,0.008,0.01,1
1,0.091,0.018,113,1269,643,533,1028,0.518,1.974,0
0,0.686,0.114,3,40,4072,6,110,0.055,0.01,1
1,0.069,0.001,64,2721,410,308,903,0.341,6.637,0
1,0.094,0.008,65,3109,532,622,2006,0.31,5.844,0
1,0.037,0.006,34,3395,245,856,3552,0.241,13.857,0
0,0.494,0.238,19,27,4572,15,36,0.417,0.006,1
1,0.043,0.004,150,1781,227,673,397,1.695,7.846,0
1,0.022,0.013,114,2715,550,862,485,1.777,4.936,0
1,0.031,0.018,68,4733,395,751,3582,0.21,11.982,0
1,0.06,0.012,71,1698,198,918,3740,0.245,8.576,0
0,0.621,0.225,15,5,4970,4,74,0.054,0.001,1
1,0.035,0.002,119,761,103,808,1385,0.583,7.388,0
0,0.695,0.479,2,45,4191,15,61,0.246,0.011,1
0,0.064,0.013,89,4352,260,485,3528,0.137,16.738,0
1,0.064,0.015,109,3138,669,378,3282,0.115,4.691,0
1,0.055,0.003,104,2800,274,747,3812,0.196,10.219,0
1,0.071,0.006,81,1247,614,385,2368,0.163,2.031,0
1,0.008,0.001,73,727,641,922,2973,0.31,1.134,0
1,0.031,0.002,87,4020,414,325,2296,0.142,9.71,1
0,0.037,0.004,128,1456,404,498,3944,0.126,3.604,0
1,0.074,0.015,44,4078,221,414,2743,0.151,18.452,0
1,0.081,0.011,55,2429,396,917,2835,0.323,6.134,0
1,0.033,0.01,98,548,327,249,876,0.284,1.676,0
1,0.553,0.45,2,44,1823,7,134,0.052,0.024,1
0,0.888,0.271,1,32,2943,5,143,0.035,0.011,1
1,0.079,0.01,90,1908,109,342,3753,0.091,17.505,0
1,0.41,0.374,10,11,1500,14,79,0.177,0.007,1
0,0.799,0.185,10,46,1927,15,132,0.114,0.024,1
0,0.607,0.445,11,27,3808,15,49,0.306,0.007,0
1,0.822,0.299,15,28,4040,12,42,0.286,0.007,1
0,0.538,0.473,9,14,1859,12,35,0.343,0.008,1
0,0.645,0.455,20,50,2761,8,88,0.091,0.018,1
1,0.059,0.012,33,602,214,99,2545,0.039,2.813,1
1,0.034,0.005,32,4652,339,902,3165,0.285,13.723,0
1,0.016,0.014,99,3655,779,584,1554,0.376,4.692,0
1,0.402,0.218,8,47,4841,9,118,0.076,0.01,1
1,0.044,0.011,142,3338,943,843,2373,0.355,3.54,0
0,0.726,0.239,16,8,4872,3,14,0.214,0.002,1
1,0.007,0.015,89,4713,723,726,3078,0.236,6.519,0
1,0.084,0.016,68,4632,653,242,2983,0.081,7.093,0
0,0.816,0.459,14,0,4793,10,149,0.067,0.0,1
0,0.85,0.205,10,6,4235,8,53,0.151,0.001,1
0,0.756,0.164,12,33,1429,2,47,0.043,0.023,1
1,0.683,0.184,16,21,4080,13,138,0.094,0.005,1
1,0.349,0.198,15,34,1326,8,87,0.092,0.026,1
0,0.833,0.109,19,42,4755,5,27,0.185,0.009,1
0,0.646,0.248,4,35,4528,13,109,0.119,0.008,1
0,0.433,0.416,2,40,4395,10,130,0.077,0.009,1
1,0.002,0.014,125,397,887,906,3104,0.292,0.448,0
0,0.376,0.258,3,7,3357,7,150,0.047,0.002,1
0,0.449,0.443,4,36,2942,9,35,0.257,0.012,1
1,0.032,0.002,122,3794,143,637,606,1.051,26.531,0
1,0.033,0.011,42,4414,834,175,539,0.325,5.293,0
1,0.006,0.003,57,4076,311,460,650,0.708,13.106,0
1,0.093,0.016,97,4364,310,438,3467,0.126,14.077,0
1,0.092,0.002,118,3156,621,787,2820,0.279,5.082,0
1,0.025,0.007,132,794,821,57,2931,0.019,0.967,0
1,0.493,0.45,13,5,2502,9,116,0.078,0.002,1
1,0.009,0.007,79,3376,345,648,2361,0.274,9.786,0
1,0.036,0.016,44,1129,488,347,1373,0.253,2.314,0
0,0.068,0.001,47,4462,345,532,2356,0.226,12.933,0
1,0.003,0.003,106,3755,884,715,1914,0.374,4.248,0
1,0.034,0.005,52,4569,184,436,3671,0.119,24.832,0
1,0.007,0.014,82,927,135,964,794,1.214,6.867,0
0,0.718,0.484,10,40,4652,6,86,0.07,0.009,1
1,0.082,0.018,82,2475,143,432,874,0.494,17.308,0
1,0.067,0.011,47,4317,319,58,1446,0.04,13.533,1
0,0.042,0.008,149,4470,993,154,1443,0.107,4.502,0
1,0.068,0.009,97,2183,706,374,3618,0.103,3.092,0
1,0.002,0.008,132,667,528,557,2012,0.277,1.263,0
0,0.754,0.467,19,40,4953,0,146,0.0,0.008,1
1,0.051,0.015,65,4470,565,833,1469,0.567,7.912,0
0,0.753,0.24,7,49,2346,14,35,0.4,0.021,1
1,0.374,0.206,6,1,3628,13,142,0.092,0.0,1
1,0.099,0.016,126,3443,959,902,3726,0.242,3.59,0
1,0.733,0.432,6,19,4879,6,129,0.047,0.004,1
1,0.841,0.303,6,35,2924,14,92,0.152,0.012,1
0,0.433,0.194,12,18,4116,15,116,0.129,0.004,1
0,0.451,0.193,0,38,1051,3,90,0.033,0.036,0
1,0.083,0.017,32,1826,658,180,1986,0.091,2.775,0
1,0.026,0.003,35,2446,169,720,3835,0.188,14.473,0
1,0.087,0.018,108,585,841,718,1823,0.394,0.696,0
1,0.013,0.005,65,843,120,107,3262,0.033,7.025,0
1,0.069,0.017,64,1116,678,270,1018,0.265,1.646,0
1,0.1,0.005,100,916,160,686,2342,0.293,5.725,0
1,0.031,0.019,148,1483,247,818,1499,0.546,6.004,0
0,0.579,0.335,17,30,1618,12,66,0.182,0.019,1
1,0.057,0.004,52,3357,180,557,3813,0.146,18.65,0
1,0.014,0.006,63,2052,276,479,773,0.62,7.435,0
0,0.797,0.121,6,19,2567,13,26,0.5,0.007,1
1,0.022,0.009,49,4774,508,509,3209,0.159,9.398,0
1,0.006,0.019,129,587,132,658,1738,0.379,4.447,0
1,0.024,0.018,83,1410,171,634,1841,0.344,8.246,0
0,0.875,0.333,0,21,2904,15,81,0.185,0.007,1
0,0.357,0.197,10,36,4955,0,7,0.0,0.007,0
1,0.022,0.009,54,583,770,512,1068,0.479,0.757,0
0,0.365,0.316,12,36,1168,15,20,0.75,0.031,1
1,0.05,0.004,33,2379,423,941,3272,0.288,5.624,0
0,0.746,0.417,15,7,3332,5,141,0.035,0.002,1
0,0.879,0.29,0,29,2051,9,63,0.143,0.014,1
1,0.098,0.003,58,2770,400,927,3586,0.259,6.925,0
0,0.379,0.244,2,41,2627,0,37,0.0,0.016,1
1,0.021,0.012,126,974,245,800,3086,0.259,3.976,0
0,0.65,0.222,14,30,4618,5,97,0.052,0.006,1
1,0.021,0.004,112,3192,423,146,1285,0.114,7.546,0
0,0.582,0.132,14,38,4351,9,143,0.063,0.009,1
1,0.097,0.003,74,3241,698,603,1801,0.335,4.643,1
1,0.004,0.002,103,1204,427,599,2746,0.218,2.82,0
1,0.009,0.016,99,3614,875,769,1534,0.501,4.13,0
0,0.781,0.454,8,30,3277,13,132,0.098,0.009,1
1,0.013,0.009,37,379,612,588,1467,0.401,0.619,0
1,0.026,0.01,59,3890,940,723,2648,0.273,4.138,0
0,0.886,0.144,1,31,2194,4,22,0.182,0.014,1
1,0.004,0.008,124,4634,943,836,1190,0.703,4.914,0
1,0.096,0.013,136,1916,904,383,1308,0.293,2.119,0
1,0.027,0.009,87,620,616,211,845,0.25,1.006,0
